지점명,date,nickname,review_content,wait_time
건대점,2025년 7월 22일 화요일,kjw1107,너무 맛있어요,바로 입장
건대점,2025년 3월 31일 월요일,NOL2,오미자하이볼!!대박 정말 담금주같은비주얼과닭전골 신박해요!!맛은 정말 맛있어요!!더보기,바로 입장
건대점,2025년 4월 15일 화요일,미미1877,퇴근 이후 급하게 먹방 찍느라 사진은 이게 전부네요 🥹🥹 새로 열렸데서 와봤는데 인테리어도 너무 좋고 맛도 있습니다!! 이후에 하이볼도 시켜서 마셔 봤는데 오미자 추천합디덩더보기,바로 입장
건대점,2025년 4월 25일 금요일,에르가29,얼큰한 국물이 먹고싶어 방문했습니다알바분 친절하시고 음식도 맛있어요재방문의사 있어요~~~,바로 입장
건대점,2025년 4월 23일 수요일,004670,인스타에서 보고 궁금해서 한번와봤는데 존맛탱😋,바로 입장
건대점,2025년 5월 13일 화요일,기성3367,"지인추천으로 한번왔다가 매주 2번은 방문하는거 같아요. 진짜 너무너무 맛있어요. 안주퀄리티도 너무 좋고,무엇보다 서비스가 너무 좋네요 ㅎㅎ",바로 입장
건대점,2025년 4월 23일 수요일,kry****,와...💖💖 여기 안주들이 하나하나 다 맛있어요❤️😍 분위기도 좋고 단골하려구요🩷,바로 입장
건대점,2025년 7월 18일 금요일,시남76,누구든 데려와도 기본 이상은 하는 집입니다.,바로 입장
건대점,2025년 5월 9일 금요일,짱구는목말러이잉,마싯더요.. 닭이 이렇게ㅜ맛있을 수 있구나.. 누룽지 추가 필수실게요 ㅠㅠ,바로 입장
건대점,2025년 5월 1일 목요일,chlsy,"얼큰해장닭전골, 통돼지후라이드, 포슬포슬감자떡 먹었어요안주 모두 술술 들어가더라구요닭전골은 얼큰하기도 육개장 같기도 누룽지도 추가하고 당면도 추가해서 먹었어요 최고의 안주 말모 ㅎㅎ통돼지후라이드도 호불호 안 갈리는 맛이구감자떡도 여기서 첨 먹어봤는데 치즈스틱 같기도 하고 술 마시면서 자꾸 손이 가는 맛이에용 추천합니당더보기",바로 입장
건대점,2025년 6월 29일 일요일,euuuuyo,맛잇을거같아용,바로 입장
건대점,2025년 7월 16일 수요일,YS sso,너무 맛있어요!!,바로 입장
건대점,2025년 5월 23일 금요일,슈스22,우연히 왔는데 너무 분위기 좋고 진짜 맛있어요. 닭요리 진짜 넘 마싰다…또올게오,바로 입장
건대점,2025년 7월 15일 화요일,oh****,뭐든 좋습니다~,바로 입장
건대점,2025년 6월 3일 화요일,꾸루꾸꾸82,인스타 광고 보고 왔는데 ㄹㅇ 찐이다… 오리 전문가로써 진짜 바지 지퍼 바로 풀었슴니다무조건 강추!!더보기,바로 입장
건대점,2025년 6월 8일 일요일,whi****,세트 메뉴 알차고 맛있어요👍🏻,바로 입장
건대점,2025년 6월 6일 금요일,hab****,오리 꼭드세요,바로 입장
건대점,2025년 7월 13일 일요일,DAWN FACTORY,너무 맛있고 직원분들도 친절해요재방문의사 있어요😇😇,바로 입장
건대점,2025년 5월 2일 금요일,choigostar 차칸앙마,음식이 맛있어요,10분 이내 
건대점,2025년 6월 26일 목요일,HayulS2,분위기 좋고 맛있어용~~,바로 입장
건대점,2025년 3월 16일 일요일,Rehyunee,안주도 맛있고 직원 분이 정말 친절하세요!!! 술 종류도 다양해서 좋았습니다 또 올 거 같아요☺️,바로 입장
건대점,2025년 6월 4일 수요일,sow****,진짜맛있어요 다음에 또올게요~,바로 입장
건대점,2025년 3월 14일 금요일,hye****,처음 방문했는데 매장 분위기도 좋고 쾌적했어요!안주랑 주류 메뉴 다양하고 음식 다 맛있어요🫶🏻무엇보다 직원분들이 매우 친절해서 기분 좋게 시간 보냈습니당ㅎㅎ더보기,바로 입장
건대점,2025년 5월 30일 금요일,배열,오리고기 맛있어요~!,바로 입장
건대점,2025년 7월 28일 월요일,zbzo,맛있어용,바로 입장
건대점,2025년 6월 8일 일요일,su357,너무 맛있어요!!!,바로 입장
건대점,2025년 3월 22일 토요일,Jzoo,음식들이 다 맛있어요🙂😊 원기회복되는 기분~~ 술 종류도 많고 짱이에요😘 분위기도 짱⭐️,바로 입장
건대점,2025년 6월 12일 목요일,Cloud 9999,두번째 방문인데 저번에 오리가 너무 맛있었어서 이번엔 닭전골 먹어보려구 왔어요 메뉴도 다양하고 다 맛있는거 같습니당,바로 입장
건대점,2025년 3월 12일 수요일,갯똘,"매장 분위기 너무 좋고 얼큰닭해장 전골 강추 진짜 강추 개맛있음 그리거 누룽지사리 꼭 추가하세요 제발!!!!(예전에 다른 지점에서 바질도 먹어봤는데 이건 좀 호불호 있음 유의)!다른 안주들도 다 푸짐하고 맛있는데 개인적으로 똥집 존맛탱... 튀긴떡이 떡강정 처럼들어있어서 존맛이더라구요. 직원 여자분 남자분 다 존잘미녀에 소 스윗함(언니 오빠라고 부르고 싶은데 내 나이가 서른이 넘어서 삼가하겠습니다)쨌든 최고의 안주와 서비스, 화장실도 깨끗함. 자주 올게영^^더보기",바로 입장
건대점,2025년 6월 3일 화요일,YR9056,음식이 다 맛있고 분위기도 좋습니다!!👍🏻,바로 입장
건대점,2025년 5월 5일 월요일,yyj****,안주 맛있고 분위기가 좋아요!!자주 올게요~,바로 입장
건대점,2025년 5월 3일 토요일,wisdomous,너무 마싯어요 술이 술술 드가는 맛....!!!🤩🤩🤩,바로 입장
건대점,2025년 5월 30일 금요일,나현수9085,맛있어요 비쥬얼 goat,바로 입장
건대점,2025년 4월 11일 금요일,may****,너무 친절하구 메뉴설명도 자세하고 분위기도 좋아요ㅠㅠ 최고입니다 완전 강추에요!!!!!!,바로 입장
건대점,2025년 4월 27일 일요일,쏜쏜이,"원조닭전골 넘 맛있어요 술안주로 체고! 1,2차 다 가능한 술집이라 조아요",바로 입장
건대점,2025년 7월 6일 일요일,1vl****,분위기가 좋아요!,바로 입장
건대점,2025년 7월 5일 토요일,제비114,맛있게 잘먹었습니다:),바로 입장
건대점,2025년 5월 5일 월요일,하계동아나바다,매장 분위기도 독특하고 메뉴 구성이 좋아요!,바로 입장
건대점,2025년 3월 14일 금요일,박준혁7417,대구에서 아리계곡 보자마자 달려왔는데역시는 역시네요직원분들도 너무 친절하고 음식도 너무 맛있어요최고입니다 와서 행복한 하루 보내고 가셔요🤩더보기,바로 입장
건대점,2025년 7월 5일 토요일,태태태65,가게 분위기도 좋고 노래도 좋아서 술마실때 흥이 나요 최고!,바로 입장
건대점,2025년 3월 13일 목요일,nicknam,친구랑 와서 먹었었는데 음식이 정말 맛있었고 매장 인테리어가 깔끔했습니다. 친구도 만족했고 서로 다음번에도 또 이용할 생각이 드네요.,바로 입장
건대점,2025년 5월 4일 일요일,SINUGABA,안주 맛있고 분위기도 좋아요~~~,바로 입장
건대점,2025년 6월 1일 일요일,xot****,"인스타에 떠서 와봤는데, 기대 이상으로 너무 맛있어서 놀랬어요..다음에도 또 와서 먹을거같아요. 직원분들도 너무 친절하시고 좋습니다~~~",바로 입장
건대점,2025년 4월 28일 월요일,수9783,지나가다 들어와봤는데 너무 잘 먹고 마시다 갑니다!!안주 육회 너무 맛있고 생일선물도 깜짝 챙겨주셔서 감사했습니다🥰 직원분들이 너무 친절해서 좋아요오💓,바로 입장
건대점,2025년 6월 17일 화요일,kimtaeyang,일단 안주가 ㄹㅇ 개맛있어요 술집이 아니라 식당 하셔야될 것 같은데;; 그리고 직원 분이 너무 친절함 센스쟁이 직원 잘 두셨어,바로 입장
건대점,2025년 7월 25일 금요일,응솔,,10분 이내 
건대점,2025년 7월 1일 화요일,hky****,,바로 입장
건대점,2025년 4월 13일 일요일,choiiys,산삼이 친절하고 사장님이 맛있어요,바로 입장
건대점,2025년 3월 25일 화요일,jh9****,날씨가 추웠는데 따뜻한 국물 먹을 수 있어서 넘 좋았고 처음 먹어볼 수 있는 메뉴가 있어서 친구랑 특별한 저녁이 될 수 있어서 좋았습니다!,바로 입장
건대점,2025년 6월 13일 금요일,kse4351,저번에 왔었는데 이번에 또 재방문했어요! 다들 친절하시고 안주도 맛있어요!!! 또 올게요 ㅎㅎ,바로 입장
건대점,2025년 3월 8일 토요일,kjh****,바질향채 닭전골 먹었는데 은은한 바질향이랑 부드러운 닭고기가 엄청 잘 어울렸어요🥰 화장실도 내부에 있고 남녀 화장실도 따로 되어있는데 깨끗했어요누룽지 아귀간 육회도 처음먹어봤는데 육회도 신선하고 아귀간은 처음먹어봤는데 깔끔하게 맛있었습니다👏이색적인 안주지만 아주 만족했습니다! 볶음밥은 꼭 시키세요 맛도리입니다😍더보기,바로 입장
건대점,2025년 6월 29일 일요일,jel****,닭 전골이 정말 맛있어요 겨자소스랑 잘어울리구용,바로 입장
건대점,2025년 3월 18일 화요일,Skdndkekek,새로 생겨서 친구랑 방문했는데 인테리어가 한옥 느낌이라 예쁘고 안주들이 한식이라서 밥 먹으면서 가볍게 술 한잔하기 좋은 거 같아요,바로 입장
건대점,2025년 6월 22일 일요일,Chimsang,형이랑 형수님이랑 가성비좋고 맛있는 음식 대접해서 너무 좋았어요!,바로 입장
건대점,2025년 7월 27일 일요일,Nightingale,분위기 좋아요!,바로 입장
건대점,2025년 3월 17일 월요일,아니저게왜,분위기도 좋고 음식도 매장 디자인도 괜찮고 도란도란 얘기하기 좋아요!,바로 입장
건대점,2025년 5월 6일 화요일,밍한,음식이 맛있고 종류가 다양해요,바로 입장
건대점,2025년 5월 26일 월요일,han****,분위기 좋고 맛있어요~~,바로 입장
건대점,2025년 4월 14일 월요일,zl존범중,맛있습니당~ 다음에 또 올 것 같아요~,바로 입장
건대점,2025년 4월 13일 일요일,wjd****,분위기도 괜찮구 맛있네용 ㅎㅎ 사이드 닭목살튀김 부드럽구 맛있어요!,바로 입장
건대점,2025년 5월 11일 일요일,이현진219,직원분이 잘생기고 친절하고 너무 좋으셔요!음식도 너무 맛있습니다. 여기만 오면 술이 잘 들어가네요~,바로 입장
건대점,2025년 5월 27일 화요일,채연5260,분위기 너무 좋고 친절해요,바로 입장
건대점,2025년 4월 16일 수요일,sg0704,순두부곱창전골 시켰는데 양도 많고 이벤트로 우동사리도 추가로 주셔서 너무 감사합니당>< 메뉴도 다양해서 뭘고를지 한참 고민했어요ㅠㅠ 담에도 또 애용하겠습니당 ❤️더보기,바로 입장
건대점,2025년 4월 14일 월요일,xxx****,사장님이 인상이 엄청 좋으셔서 기분좋게 먹었습니다!! ㅎㅎ,바로 입장
건대점,2025년 7월 12일 토요일,hky****,,바로 입장
건대점,2025년 5월 6일 화요일,wls****,친절하구 맛있어요!!!🤍❤️👍🏻🍀,바로 입장
건대점,2025년 5월 23일 금요일,오민지15,분위기미쳣서요. 잔도이쁘고 맛도있슴,바로 입장
건대점,2025년 3월 15일 토요일,에음,건대 와서 자주 술 마시는데 이번에 새로 생겼길래 와봤어요 ! 인테리어도 마치 계곡에서 먹는 것같고 음식도 저렴하고 맛있어요자주 애용 할거 같아요 ♥️더보기,바로 입장
건대점,2025년 4월 19일 토요일,현0,안주 맛있고 전통주 종류 다양해요~~~,바로 입장
건대점,2025년 5월 16일 금요일,네증애ㄷ디낭,분위기 좋고 맛있어요! 자리도 넓고 많아서 모임으로 좋을듯!,바로 입장
건대점,2025년 4월 11일 금요일,재현51,바질향채닭전골 왕맛있었어요 ㅎㅎㅎ 리뷰 별로 없던데 다들 많이 먹어봤음 좋겠어여 누룽지 넣어먹으니까 삼계탕같고 묘한게 진짜 맛도리 다음에 이거 먹으러 또 올듯 ㅎ더보기,바로 입장
건대점,2025년 5월 16일 금요일,bnm****,매장 분위기도 너무 좋고 안주도 너무 맛있어요 특히 직원분이 너무 이뻐요,바로 입장
건대점,2025년 5월 12일 월요일,hju****,처음 와보는곳인데 맛깔나게 잘먹고갑니다👏,바로 입장
건대점,2025년 3월 29일 토요일,gordlnd18,안주 퀄리티 너무 좋았고직원분들 친절하시고 모두 맛있어서 다음에 다른 메뉴로 찾아뵙고 싶습니다~,바로 입장
건대점,2025년 6월 20일 금요일,이지현65,,바로 입장
건대점,2025년 3월 15일 토요일,최별79,강남을 갔다가 건대에도 생겨서 바로 들어왔는데 너무 친절하시고 인테리어도 엄청 세련 됐어요 ㅜㅜ 술도 추천으로 해서 시켰는데 고급진 사케 느낌도 나고 음식은 엄청 맛있어요! 확신에 추천입니다!!더보기,바로 입장
건대점,2025년 6월 19일 목요일,뚱뚱한년,처음왔는데 너무 맛있어요!!!,바로 입장
건대점,2025년 5월 6일 화요일,곽민제7,메뉴가 특이해서 좋아요! 너무 친절하시고 맛나게 잘 먹었어요~~!,바로 입장
건대점,2025년 5월 16일 금요일,황선준61,처음으로 방문한 아리계곡- 실패없는 방문이었구요! 매장도 넓어서 예약없이 바로 입장해서 더더욱 만족합니당! 맛은 더할나위 없는 맛!감사히 잘먹었습니다!더보기,바로 입장
건대점,2025년 5월 31일 토요일,스몰땅콩,사장님 직원 모두 너무 친절합니다. ㅎㅎ  새로 생긴 곳인 만큼 내부도 너무 깔끔하고 좋아요☺️ 다음에 또 올 것 같아요 ㅎㅎ,바로 입장
건대점,2025년 4월 13일 일요일,reg****,너무 맛있어요!!!,바로 입장
건대점,2025년 4월 23일 수요일,iam****,친구들이랑 놀러 가면 무조건 여기 와요~ 전골메뉴는 다 짱 맛있고 마지막에 누룽지 추가 강추!!! 직원분들도 친절해용🥹,바로 입장
건대점,2025년 5월 30일 금요일,sww****,진짜 이런 인터리어에 이런 퀄리티있는 오리고기를 먹을수있다는게 너무 좋아요 번창하세여,바로 입장
건대점,2025년 5월 23일 금요일,맛있으면 왈왈왈,모임하기좋고 음식이맛있어요!!직원들이친절하고 화장실 개깔끔👍👍,바로 입장
건대점,2025년 5월 2일 금요일,지9287,맛있어요^^일하시는 분들도 친절해여,10분 이내 
건대점,2025년 6월 14일 토요일,HB12345,특별한 메뉴도 많고 접근성이 좋아요 건대 데이트 맛집으로 추천 합니다,바로 입장
건대점,2025년 3월 10일 월요일,dls****,진짜 키워드 왜 5개가 최대인가요!!!진짜 대 만족!!해장 최고예요!!!😊체인점이 저희 동네에도 있었으면 좋겠을 정도로대만족하고 갑니당💕더보기,바로 입장
건대점,2025년 3월 13일 목요일,sgknal,"매콤닭전골? 이게 시그니처길래 시켰어요.근데 무슨 닭안심이 샤브샤브처럼 먹는거래요..!!닭다리살이 순살로 탕에 들어가있고, 닭안심은 위에 따로 샤브샤브처럼 그때그때 익혀먹으라고 생으로 나와있는거에요.너무 신박하지 않나요!!!!탕은 약간 육개장 맛이 났어요.근데 고사리가 너무 맛있어서 야채를 추가해서 더 먹었습니다.특히 순살이라 너무 편했어요.닭껍질은 많이 없고 살 위주로 있어서 더 좋았어요.2만 4천원에 이 정도 퀄리티의 안주는 정말 가성비 있다고 생각했습니다!!서비스로 흑마늘치킨? 받았는데 이것도 맛있었어요!!!닭전골인데 치킨을 서비스로 받은게 살짝 아쉬웠지만, 맛있는 메뉴라고 주신거라 감사한 마음으로 먹었습니다.근데 맛있어요!! 이것도 가성비.. 새로 오픈했다는데 웨이팅 생길것 ㄱ더보기",바로 입장
건대점,2025년 3월 9일 일요일,yea****,일단 음식이 진짜 맛집 식당만큼 맛있어요 !! 세트 메뉴 시켰는데 주문하고 음식 받아보시면 가성비가 괜찮다는거 알게되실겁니다 ㅎㅎ 다시 방문할듯해요!!❤️ 식자재두 신선하고 음식이 전체적으로 퀄리티가 좋습니당더보기,바로 입장
건대점,2025년 4월 20일 일요일,고구마탐험가,얼큰한 게 먹고싶었는데 맛있고 좋아요!!! 인테리어도 좋ㅅ고 친절해요 👍🏻👍🏻,바로 입장
건대점,2025년 5월 10일 토요일,sal****,분위기 좋구 안주도 맛있어요~!~!~!~!~~,바로 입장
건대점,2025년 4월 6일 일요일,Rie14,직원분들도 친절하시고 주류 종류도 많고 안주도 너무 맛있어요!! 꼭 한번씩 들러보세요 강추입니다!,바로 입장
건대점,2025년 5월 25일 일요일,막둥이 푸딩,처음 방문했는데 안주도 너무 맛있고 직원분들도 친절하셔서 즐거운 시간 보내다가 가요~! 다음에 또 방문할게요💕,바로 입장
건대점,2025년 6월 7일 토요일,aodueufirr,너무맛있어요!!! 추천합니당!!,바로 입장
건대점,2025년 6월 12일 목요일,kmn****,아무래도 여름인데 계곡 못가셨으면 아리계곡 오셔야죠,바로 입장
건대점,2025년 4월 10일 목요일,lkm042823,오늘 여기 첨 왔는데 분위기 맛집 노래맛집이네용 음식도 넘 맛있고 직원들도 넘 친절하세여,바로 입장
건대점,2025년 7월 8일 화요일,qkr****,육회 꼭 드세요 JMT~,바로 입장
건대점,2025년 7월 5일 토요일,thwjdrjsdn,맛있고 친절해요!,바로 입장
건대점,2025년 6월 30일 월요일,immaculately,와우,바로 입장
건대점,2025년 5월 9일 금요일,kklyss,다들 친절하시고 음식도 맛있어요~~,바로 입장
건대점,2025년 4월 12일 토요일,sun****,뷰도 좋고 음식도 맛있어요,10분 이내 
건대점,2025년 5월 17일 토요일,HAM67,닭고기 요리가 되게 맛있고 분위기 되게 좋습니다. 네 어 다양한 연령대가 즐기기에 좋은 메뉴와 분위기입니다,바로 입장
건대점,2025년 6월 2일 월요일,보들보들57,맛있어용 분위기최고 맛최고!!!,바로 입장
건대점,2025년 7월 5일 토요일,tla****,맛있어요!,바로 입장
건대점,2025년 5월 3일 토요일,an68471835,가게도 이쁘고 맛있어요!,바로 입장
건대점,2025년 3월 15일 토요일,wjs****,"메뉴가 맛있고, 좋아요!!!!알바분들도 다 친절하시고 좋아요 :)사진 많이 찍을 걸 ~~~~~~!",바로 입장
건대점,2025년 3월 9일 일요일,wls****,처음 와보았는데 분위기며 노래며 안주 퀄리티까지 다시 오고 싶은 곳이에요 잘 먹고 갑니다 ~~~!,바로 입장
건대점,2025년 3월 21일 금요일,wlwl20,직원분들도 너무너무 친절하시구 맛있고 건강한 안주 먹을 수 있어서 좋아요! 자주 올게요 •͈ᴗ•͈ 🍀💚,바로 입장
건대점,2025년 7월 25일 금요일,ich****,음식도 맛있고 불금에 오기 좋아요,바로 입장
건대점,2025년 6월 2일 월요일,ckd****,음식 비주얼도 너무 예쁜데 맛도 맛있고 너무 좋아요👍🏻👍🏻,바로 입장
건대점,2025년 3월 24일 월요일,him****,인스타에서 보고 맛있어보여서 바로 달려왔는데 맛도 분위기도 너무 좋고 음악도 너무 알맞은 분위기라서 간단하게 한잔하기 너무 좋았습니다! 양도 너무 많고 다음에도 또 다시 올 거 같은 맛집입니다.더보기,바로 입장
건대점,2025년 7월 11일 금요일,SEYEONK,,바로 입장
건대점,2025년 4월 12일 토요일,yes****,인테리어가 멋지고 맛있어요!!,바로 입장
건대점,2025년 4월 26일 토요일,smilesilver83,음식이 너무 맛있고 직원분들이 너무 친절하세요!!!정말 맛있었습니다~!,바로 입장
건대점,2025년 7월 20일 일요일,12321992,굳!!,바로 입장
건대점,2025년 4월 26일 토요일,jn3****,직원분도 너무 친절하시고 음식이 맛있습니다!!! 단체모임하기 최고에용,바로 입장
건대점,2025년 5월 31일 토요일,ned****,맛있게 먹었어요 존맛탱bbb,바로 입장
건대점,2025년 3월 21일 금요일,kiqpp1,대기없이 바로 입장했습니더 !!조명도 적당히 어두워서 술이 잘 들어가요 ㅎ창가에 앉았는데 분위기 좋아용 직원분들도 친절하십니다더보기,바로 입장
건대점,2025년 6월 26일 목요일,medicom1,특별한 메뉴가 있고 술이 비싸지만 올만해요,바로 입장
건대점,2025년 5월 19일 월요일,강민우1862,진짜 맛있습니다 ㅎㅎㅎ,바로 입장
건대점,2025년 4월 26일 토요일,차가운유자차,진짜 너무 맛나게 먹었어요! 그리고 직원분들이 너무 친절하시고 예쁘십니다~🔥🔥,바로 입장
건대점,2025년 3월 10일 월요일,혜민63,맛있게 잘 먹었습니다!! 서비스로 주신 음식도 너무 맛있었어용..,바로 입장
건대점,2025년 4월 4일 금요일,rla****,분위기도 ㄴ좋고 음식도맛있구 플레이팅이 예뻐요!!직원분도 친절하십니다 :),바로 입장
건대점,2025년 3월 28일 금요일,ce****,흑마늘 치킨 너무 마싯고 국물이 너무 맛잇어요,바로 입장
건대점,2025년 4월 27일 일요일,Jun4576,바질 국물.. 생각 외로 너무 맛있었나이다.. 바질 벗고 소리 질러..,바로 입장
건대점,2025년 3월 20일 목요일,지선8380,너무 맛있고 직원분들이 너무 친절해요~!~!~!재방문 무조건저 진짜 리뷰 안 쓰는데 맛있거나 마음에 드는 곳은 리뷰 꼭 써욤다들 제~!~!~!~!~!발 추천 제발 가요 저 이렇게 추천 안 해요!!!!맛있게 먹고 갑니다 ~! 감사합니다!!더보기,바로 입장
건대점,2025년 3월 15일 토요일,pue****,회식하러 왓는데엄청 친절해서 기분 좋게 마시고 갑니드ㅏㅇ~~~~~~~메뉴가 디게 독특해연 👍맛잇엉ㅅ!!!!!더보기,바로 입장
건대점,2025년 5월 19일 월요일,마춘팔마루,분위기가 죽입니다!,바로 입장
건대점,2025년 3월 8일 토요일,Lyn0v,인테리어가 이쁘고 음식나오는시간이 빨라서 좋아요일단 술먹기 너무 좋아용,바로 입장
건대점,2025년 3월 21일 금요일,dndud234,첨방문 해봤어요 국물은 그럭저럭,바로 입장
건대점,2025년 3월 16일 일요일,Aaaaaaddddfff,너무 맛있고 분위기도 너무 좋아요 !!!,바로 입장
건대점,2025년 3월 21일 금요일,habby61,맛있어요!!! 메뉴 조합도 좋고 분위기도 좋아요👍,바로 입장
건대점,2025년 6월 19일 목요일,오잉오우,너무 맛이썽유,바로 입장
건대점,2025년 6월 24일 화요일,walllll,,바로 입장
건대점,2025년 7월 16일 수요일,쭈야아빠98,,바로 입장
건대점,2025년 4월 4일 금요일,jjc****,너무 맛있고 분위기가 좋네요!,바로 입장
건대점,2025년 3월 26일 수요일,skd****,"고기가 너무 맛있고 부드럽고, 직원분들이 너무 친절해서 좋았어요! 감사합니다!",바로 입장
건대점,2025년 7월 19일 토요일,박월선,마시쩌옹,바로 입장
건대점,2025년 7월 16일 수요일,hsop,좋아욤,바로 입장
건대점,2025년 4월 30일 수요일,N02N,맛집임니다👍👍,바로 입장
건대점,2025년 3월 22일 토요일,푸른하늘873,너무 맛있어서 허겁지겁 다 먹어버렸어요.맛있는 음식에 술한잔 좋아하시는 분들 강추합니다~!!,바로 입장
건대점,2025년 5월 7일 수요일,sseungH,진짜 너무 맛있어용😄,바로 입장
건대점,2025년 5월 16일 금요일,회원,마싯어여어어엉,바로 입장
건대점,2025년 3월 13일 목요일,jeo****,처음 방문했는데 직원들이 너무 친절하고메뉴 설명도 너무 잘해주시고안주도 너무 맛있어요!!!!가게 분위기도 너무 고급지고 모임하기 너무 좋을 것 같아요:)사장님이 맛있고 안주가 멋있어요꼭 가보세요들🫶🏻더보기,바로 입장
건대점,2025년 6월 23일 월요일,minkyeong1119,,바로 입장
건대점,2025년 4월 11일 금요일,허도혜,일반 술집에서 볼 수 없는 메뉴들 있어서 특이했어요!!갑자기 길 가다가 들어온 가겐데 배부르고 맛있게 잘 먹고 갑니다ㅎㅎ오미자하이볼 맛있음!더보기,바로 입장
건대점,2025년 3월 8일 토요일,eubrixb,건대에 새로생긴 술집이 있다길래 방문해서 이층으루 올라가봤는데 좌석도 많은데 넓고 무엇보다 인테리어가 깔끔하고 너무 예뻤어요 안주는 백숙이 메인이라해서 백숙이랑 꽈리고추연골 시켰는데 가격도 싼데 너무 맛있었습니당다음에 또 올게요ㅠㅠㅜ더보기,바로 입장
건대점,2025년 4월 8일 화요일,nppood,소곱창전골 진짜 맛있어요닭요리가 많은 같아서 소곱창 먹자고할 때 고민했는데 잘 고른 것 같습니다직원분들도 친절하셨습니다번창하세요!:)더보기,바로 입장
건대점,2025년 4월 4일 금요일,재래김34,"인스타 보고 찾아갔는데 기대했던 것보다 정말 조아요,, 맛있어요.,,",바로 입장
건대점,2025년 5월 10일 토요일,min****,직원분들 진짜 너무 친절하시고 음식둘 다 너무 맛있어요!!,바로 입장
건대점,2025년 3월 8일 토요일,ekg****,음식이 넘 맛있어요!!! 직원분이 친절해요!!👍🏻👍🏻👍🏻다음에 또 방문할게요 건대오면 꼭!!! 드세욥!!!!👍🏻,바로 입장
건대점,2025년 4월 6일 일요일,박민제54,술도 맛있고 안주도 맛있어여,바로 입장
건대점,2025년 7월 9일 수요일,김태윤4638,맛있어욤,바로 입장
건대점,2025년 3월 10일 월요일,0별로별0,음식이 너무 맛있어요!! 적당히 매콤하구 간도 적당하고 비주얼도 좋고 맛있습니다 👍👍,바로 입장
건대점,2025년 6월 20일 금요일,빙글빙글돌아가는짱아의하루,ㅈㅁㅌ,바로 입장
건대점,2025년 3월 15일 토요일,다뉸,맛있오요오오 국물이 완전 술안쥬,바로 입장
건대점,2025년 6월 1일 일요일,승헌82,냐미,바로 입장
건대점,2025년 5월 4일 일요일,gkf****,음식이 맛있구 직원분들이 친절하세요오~,바로 입장
건대점,2025년 6월 23일 월요일,gra****,맛있습니다!!,바로 입장
건대점,2025년 5월 2일 금요일,dan****,야무지게 잘 먹었습니다!,바로 입장
건대점,2025년 5월 1일 목요일,ni****,너무 이뻐요 맛있게 먹고갑니당,바로 입장
건대점,2025년 6월 3일 화요일,tim6441,맛있어요~!,바로 입장
건대점,2025년 3월 26일 수요일,올라프스머프,맛있어요!! 인테리어가 너무 예쁘고 좋습니당 물도 나와요 대박,바로 입장
건대점,2025년 3월 11일 화요일,웰시코기2176,안주도 너무 맛있고 직원분들 친절하고 분위기도 좋아요 뭔가 소개팅이나 데이트 코스로도 좋을거같아요!!,바로 입장
건대점,2025년 5월 15일 목요일,jun****,걍 미쳤어요,바로 입장
건대점,2025년 3월 22일 토요일,joohx,마라맛나고 맛있어요!,바로 입장
건대점,2025년 3월 26일 수요일,lou****,진짜 안주맛집에 술도 종류 엄청 다양하고 누룽지도 진짜 맛있었어요!,바로 입장
건대점,2025년 3월 20일 목요일,sseungH,너무 맛있어요,바로 입장
건대점,2025년 3월 22일 토요일,yj1****,깔끔하고 마싯어용,바로 입장
건대점,2025년 5월 26일 월요일,SURIN79,,바로 입장
건대점,2025년 3월 15일 토요일,리뷰올려유,분위기 최고고! 아주 힙한 감성 있는 곳이에여,바로 입장
건대점,2025년 3월 20일 목요일,성준수53,ここはとてもフレンドリーでとても美味しかったです。日本から来ましたが、とても良かったです。,바로 입장
건대점,2025년 7월 11일 금요일,Hjjjj55,맛잇어용,바로 입장
건대점,2025년 3월 16일 일요일,udt****,술과 안주가 너무 맛있네요!!다음에 또 오겠습니다~~~,바로 입장
건대점,2025년 4월 18일 금요일,ㅎㅎ어엉,인테리어이쁘고 직원들 친절하고 안주 맛있어요>.<,바로 입장
건대점,2025년 3월 25일 화요일,grluv,추천받고 와봤어요.!조명도 어두워서 좋고 특색있는 안주가 많아요.닭 전골에 누룽지사리 추가했는데 맛있게 먹었습니다,바로 입장
건대점,2025년 4월 14일 월요일,종이9249,너무너무 맛있어요술 먹기에 분위기도 참 좋습니다 ><,바로 입장
건대점,2025년 3월 11일 화요일,소금빵맨요,하이볼 대존맛에 안주 존맛임 오지게 먹고 왔음요!,바로 입장
건대점,2025년 6월 7일 토요일,김예찬7187,,바로 입장
건대점,2025년 5월 10일 토요일,Xenadia,되게 맛있어요!!,바로 입장
건대점,2025년 4월 12일 토요일,qud****,새로생겨서 그런지 엄청 깔끔하고 분위기도 좋네요 ㅎㅎ,바로 입장
건대점,2025년 3월 15일 토요일,자양고밤토리,여기 가격도 저렴하고 일하시는 분들도 정말 친절하게 해주세요!! (일하시는데 센스가 진짜 있으십니다) 정말 잘 많이 먹고 갑니닷 다음에 또 갑니다 진짜,바로 입장
건대점,2025년 4월 12일 토요일,하뭉49,매운맛이 너무 깨끗한 맛이네요 . 좋아요..😀,바로 입장
건대점,2025년 4월 11일 금요일,fio****,푸짐하구 맛있어용,바로 입장
건대점,2025년 5월 25일 일요일,얘징이잉,,바로 입장
