,0
10,"JTBC반려견 관찰 리얼리티 JTBC 새 예능 프로그램 ‘집 나가면 개호강’에서 하루 일과에 지친 전현무X강소라X조한선X박선영X레이X송건희가 ‘불멍’과 함께 반려견 이야기에 빠졌다.13일 방송된 JTBC ‘집 나가면 개호강’에서는 ‘댕댕 운동회’의 하이라이트 ‘철견 3종 경기’가 펼쳐졌다. 세 번째 라운드인 ‘독 댄스’에서 박선영&케니가 우승을 차지하며 ‘대형견 반’이 100점, ‘중소형견 반’이 50점으로 대형견 반이 앞서나갔다. 그러나 마지막 허들, 머드 풀, 간식 먹기가 있는 ‘철견 3종 경기’에 200점이 걸려있었고, ‘중소형견 반’의 강소라&레이는 막판 뒤집기를 꿈꿨다.‘대형견 반’에서는 우도, 노엘, 로또가 ‘중소형견 반’에서는 호두, 김율, 스토리가 출격했다. 첫 타자인 우도와 호두는 셰퍼드와 포메라니안으로 체급 차이가 커 우도가 앞서나갔다. 조한선은 너무 큰 차이에 우도와 함께 반환점에서 호두를 기다려주다 돌아왔다. 그러나 마지막 주자 로또와 스토리의 경기에서 스토리가 간발의 차이로 먼저 들어와 막판 뒤집기에 성공하며 ‘중소형견 반’이 우승했다. 여유를 부렸던 조한선은 원성을 들어 웃음을 자아냈다.이날 밤 ‘개호강 유치원’에는 보호자와 함께 숙박하며 보내는 ‘스테이’ 프로그램에 새로운 강아지가 찾아왔다. ‘프로 캠퍼’ 조한선은 스테이 손님을 위해 불멍을 준비했다. ‘무원장’ 전현무는 “본업이 뭐야. 왜 이렇게 일을 잘하는 거야?”라며 만능 재주꾼 조한선을 인정했다. 이에 박선영은 “원장님은 캠핑해 봤어요?”라고 물어봤고 전현무는 “저는 카메라 없으면 캠핑 안 하는 ‘캠퍼’다. 나는 호텔 좋아한다”며 너스레를 떨었다. 완벽한 ‘불멍’에 ‘댕댕 운동회’를 치르느라 지친 강소라X조한선X박선영X레이, 그리고 ‘일일 교생’ 송건희는 함께 마시멜로우를 모닥불에 구워 먹으며 달콤함으로 체력을 다시 충전했다.그렇게 불멍에 찾아온 ‘스테이’ 강아지는 견플루언서 ‘옥지’였다. 옥지는 파양의 아픔을 겪어 경계가 있었지만, 지금의 가족을 만나 사랑을 듬뿍 받는 일상을 보내고 있다. 옥지의 보호자는 “산책을 잘 안 좋아한다. 산책가자고 하면 집으로 피신하거나 숨어버린다. 아파트 생활만 하고 친구와 재미있게 논 경험이 적어서 친구를 만나면 좋겠다”라며 ‘스테이’를 찾아온 이유를 전했다. 또 다이어트가 필요하다고 하자 박선영은 “’개호강 유치원’에서 원생 2kg 감량에 성공한 적 있다”라며 어필했다. 이에 ‘스카이개슬’ 강소라도 “저는 제가 20kg을 뺀 장본인으로서 철저한 식단 관리를 해줄 수 있다. 저를 전적으로 믿으셔야 합니다”라며 설명했다. 결국 옥지 보호자는 강소라를 담임 선생님으로 선택했고 ‘스카이개슬’이 어떤 훈련을 선보일지 기대를 모은다.또 다른 ‘스테이’ 강아지 ‘구름이’는 시각장애인 안내견에 비해 많이 알려지지 않은 청각장애인의 귀 역할을 하는 ‘보청견’이었다. 구름이는 청각장애가 있는 보호자를 위해 알람 소리를 대신 듣고 보호자를 깨우거나, 초인종 소리를 듣고 알려주는 등 소리에 관한 정보를 농인에게 알려주는 장애인 보조견이었다. 특히나 구름이는 10가지 이상의 수어 표현을 이해하는 똑똑한 강아지였다. 소리에 민감한 ‘보청견’이다보니 여러 사람이 박수를 한꺼번에 치면 놀라고 무서워해서, ‘개호강 유치원’ 선생님들은 손 박수가 아닌 수어 박수로 표현하며 구름이를 환영했다.구름이의 보호자는 “구름이가 오래 있어주길 원하는데 벌써 12살이다. 노견이 되었을 때를 생각하며 무척 많이 울었던 적이 있는데 더 많은 추억을 만들어야겠다고 결심했다. 나를 위해 고생해주는 구름이에게 행복한 추억을 만들어주고 싶다”라며 ‘개호강 유치원’을 찾아온 이유를 전했다. 조한선은 “3마리째 키우고 있는데 두 친구는 먼저 하늘나라로 갔다. 이별의 순간이 닥치면 뭘 해야 할지 모르겠더라”라며 반려인들의 가장 큰 걱정인 ‘펫로스 증후군’의 경험을 전했다. 이에 전현무도 “나도 방송하다가도 목이 메고 그랬다. 너무 힘들었다”라며 공감했고 박선영도 “우리 강아지도 그러니까…”라며 말을 잇지 못했다. 강소라X레이X송건희도 각자의 반려견들을 떠올리며 눈시울을 붉혔다.구름이를 보며 유독 먼저 보낸 반려견들이 떠올랐던 조한선은 반려동물을 추모하는 ‘반려견 봉안당’을 찾아갔다. 그곳에서 조한선은 반려동물 장례 지도사를 통해 올바른 장례문화를 배우며 언젠가 마주하게 될 이별의 순간에 반려인들에게 도움이 될 정보를 전했다.‘개호강 유치원’ 운영기 JTBC ‘집 나가면 개호강’은 매주 일요일 오전 10시 30분에 방송되며 쿠팡플레이에서 매주 토요일 오후 5시에 선공개된다.손봉석 기자 paulsohn@kyunghyang.com"
11,"할리우드 배우 우디 해럴슨(63)의 친아버지가 살인범이라는 사실이 알려지자 온라인서 갑론을박이 오가고 있다.11일(현지 시간) 영국 미러에 따르면 최근 한 인스타그램 계정은 해럴슨의 아버지 찰스 보이드 해럴슨(1938~2007)의 범죄 전력을 소개하는 게시물을 올렸다.찰스는 1979년 연방 판사 존 H. 우드 주니어를 살해한 혐의로 기소됐다. 우드 판사는 20세기에 암살된 최초의 연방 판사로 기록됐다. 찰스는 재판을 앞둔 마약상에게 25만 달러를 받고 청부 살인을 저지른 것으로 조사됐다.체포 과정에서 찰스는 경찰과 6시간 동안 대치했으며, 이 과정에서 존 F. 케네디 대통령 암살을 포함한 여러 건의 살인을 자백했다. 다만 해당 주장은 신빙성을 인정받지 못했다.1982년 유죄 판결을 받은 찰스는 연속 종신형 2회를 선고받았고, 2007년 연방교도소에서 사망했다.이 같은 내용이 공개되자 팬들 사이에서는 다양한 반응이 나왔다.한 팬은 ""오늘에서야 이걸 알게 됐다. 이런 이야기는 처음 들어본다""며 놀라움을 표했다. 또 다른 팬은 ""과거 개인사가 자신의 삶과 배우 경력에 영향을 미치지 않도록 한 해럴슨에게 경의를 표한다""며 동정심을 드러냈다.반면 ""해럴슨은 세상이 이 일을 다시 떠올리는 걸 원치 않았을 것"", ""이게 왜 다른 사람들의 관심사가 돼야 하는지 모르겠다""는 의견도 있었다.해럴슨은 2012년 영국 가디언과의 인터뷰에서 ""7살 때 부모님이 헤어진 것 같다""며 ""아버지는 감옥에 있거나 해서 집을 비우는 일이 잦았다""고 당시를 회상했다. 그러면서 ""어머니는 우리에게 아버지에 대해 나쁜 감정을 심어주지 않으셨다""고 덧붙였다.영화 '노인을 위한 나라는 없다', '트루 디텍티브', '헝거게임' 시리즈 등에 출연한 해릴슨은 할리우드를 대표하는 연기파 배우 중 한 명이다.사진=컬럼비아 픽처스"
12,"독수리박정수가 엄지원의 제안에 화를 냈다.13일 방송된 KBS 2TV 새 주말드라마 ‘독수리 5형제를 부탁해!’는 오랜 전통의 양조장 독수리술도가의 개성 만점 5형제와 결혼 열흘 만에 남편의 갑작스러운 죽음으로 졸지에 가장이 된 맏형수가 빚어내는 잘 익은 가족 이야기를 그린 드라마다.앞서 마광숙(엄지원)은 오장수(이필모)와 결혼을 했다. 오장수는 돌아가신 부모의 뒤를 이어 양조장 '독수리술도가'를 운영 중이었다. 둘째 오천수(최대철 분)는 한성증권 강남지점 투자팀장이었다. 셋째 오흥수(김동완 분)는 연애기획사에서 유명 아이돌의 안무를 짜는 안무팀장, 넷째 오범수(윤박 분)는 스탠퍼드에서 석박사를 밟은 후 한국에서 교수로 일했다. 막내 오강수(이석기 분)는 해군특수부대 대원으로 복무하고 있다. 오장수는 이 다섯 형제의 맏아들이었다.하지만 오천수는 2년 전 퇴사한 상태였다. 그가 팀을 대표해 회사가 입은 손해에 책임지고 사표를 냈던 것. 오범수 또한 형에 말하지 못한 비밀이 있었다. 바로 아이를 혼자 키우고 있었던 것. 마광숙의 달콤한 신혼 생활도 오래가지 못했다. 오장수가 갑작스럽게 교통사고를 당해 목숨을 잃었다.설상가상 남편이 지켜온 가업인 독수리술도가가 사라질 위기에 처하자 마광숙은 우체국을 그만두고 술도가를 인수 받았다. 마광숙은 오장수가 알려준 레시피를 떠올리며 신제품 장광주를 개발하는 데 성공했다. 마광숙은 막걸리를 한동석(안재욱)이 운영하는 LX호텔에 납품할 수 있게 됐다. 한동석은 마광숙을 향한 마음이 커졌고, 결국 고백을 하며 직진했다.하지만 한동석의 장모(박정수)는 두 사람의 결혼을 반대했다. 마광숙은 장모의 마음을 돌리려 애썼다. 설상가상 장모는 치매 초기였고, 마광숙은 그런 장모에게 “딸이 되겠다”고 했다. 마광숙의 진심에 장모는 점차 마음을 열었다. 장모는 결국 두 사람의 결혼을 허락했다.한동석은 프러포즈를 했다. 하지만 마광숙은 ""아무리 생각해도 그 편이 좋을 거 같아요. 장모님이랑 같이 살아요, 우리""라고 제안했다. 이에 한동석은 황당해하며 ""그런 말 쉽게 하는 것 아니다, 무엇보다 장모님이 우리랑 같이 사는 걸 좋아하겠냐""고 물었다.그럼에도 마광숙은 ""이건 책임과 도리의 문제""라고 답했다. 한동석은 ""15년 간 장모님을 안 모신 나는 뭐가 되냐, 책임과 도리를 모르는 사람이냐""고 되물었다. 그러면서 ""주변 사람을 챙기는 것도 어느 정도가 있지, 광숙 씨 이럴 때마다 지친다, 별명이 '완또'(완전 또라이)라더니 광숙 씨 완또냐, 정도껏 좀 하라""고 화를 냈다.이후 두 사람은 다퉜고, 연락조차 하지 않았다. 겨우 다시 대화를 하게 된 두 사람은 여전히 의견차이를 보였다. 마광숙은 한동석은 “분위기 잡고 프러포즈하는 사람한테 밑도 끝도 없이 장모님 모시고 살자고 하는데 그런 말이 안 나오겠어요?”라고 받아쳤다.이에 광숙은 “남도 아니고 한 가족인데 그게 뭐가 쉽지 않아요?”라고 의견을 좁히지 않았다. 하지만 이 대화를 장모가 듣게 됐다. 장모는 “이건 너무 지나친 거 아냐? 내가 뭐가 아쉬워서 딸도 없는 사위집에서, 그것도 새 살림까지 차린 사위집에서 눈치 없이 더부살이를 해. 나 치매환자라고 동정하는 거야?”라며 분노했다.또한 한동석이 자신의 치매 사실을 알고도 함구한 사실에 대해 화를 냈다. 장모는 “지금 둘이서 한 편 먹고 늙은이 왕따 시키는 거야?”라며 불편한 기색을 드러냈다. 결국 마광숙은 자신의 오지랖에 대해 사과를 했다.한편 KBS 2TV 특별기획 새 주말드라마 ‘독수리 5형제를 부탁해!’는 오랜 전통의 양조장 독수리술도가의 잘 익은 가족 이야기를 그린 드라마다.매주 토요일, 일요일 저녁 8시 KBS 2TV에서 방송된다."
13,"[OSEN=김수형 기자]배우 임원희가 소개팅 이후 애프터 만남까지 이어졌다고 밝혀 모두를 설레게 했다.13일 방송된 SBS 예능 ‘미운 우리 새끼(이하 미우새)’에서는 임원희의 소개팅 후일담이 공개됐다.이날 임원희는 “소개팅이 끝난 후 상대 쪽에서 먼저 연락이 왔다”고 밝혀 놀라움을 안겼다. 이어 “당시 집에 모셔다 드렸는데, 그냥 가기 아쉬웠는지 ‘술 한잔 더 하자’고 연락이 왔다. 결국 새벽 1시까지 함께 있었다”고 전했다.이상민과 김준호는 “날이 바뀔 때까지 같이 있었다면, 분명 호감 있는 것”이라며 ‘그린라이트’에 무게를 실었다.특히 이상민은 “올해 결혼하겠다면서, 지금 문자해라”고 응원했지만 임원희는 “장난치면 안 된다”며 조심스러운 모습을 보였다. 하지만 얼굴엔 감출 수 없는 미소가 번져 모두를 흐뭇하게 만들었다.앞서 임원희는 방송계에 종사 중인 ‘미우새’ PD의 대학 친구와 소개팅을 가졌다. 상대는 콘텐츠 제작 부서에서 일하는 김혜진 씨로, 단정한 분위기와 세련된 외모로 시선을 사로잡았다.임원희는 첫 만남에서 긴장한 듯 눈도 잘 마주치지 못했지만, 김혜진은 “순수하고 착한 이미지가 좋다”며 호감을 드러냈고, 두 사람은 그림이라는 공통 관심사로 자연스럽게 대화를 이어갔다.특히 ‘노후 메이트’로 불렸던 정석용과 이상민이 최근 결혼 소식을 알린 가운데, 임원희도 오랜만에 핑크빛 기류를 타며 새로운 인연에 대한 기대감을 높이고 있다.한편, 올해 55세가 된 임원희는 이혼 후 오랜 시간 독신 생활을 이어오다 다시 사랑을 시작할 준비를 하고 있는 듯한 모습으로 시청자들의 응원을 받고 있다./ssu08185@osen.co.kr"
14,"방송인 도경완의 모친이 아들의 프리랜서 선언에 속상했던 당시를 떠올렸다.13일 방송된 ENA ‘내 아이의 사생활’에서는 ‘도도남매’(연우, 하영)가 결혼 50주년을 맞은 조부모님과 함께 경주를 찾았다.이날 연우는 할머니께 “아빠 낳고 언제 제일 뿌듯했냐”고 물었다. 이에 할머니는 “KBS 아나운서 합격했을 때”라고 말했고, 가장 속상했던 순간 역시 도경완이 지난 2021년 KBS 아나운서 자리를 박차고 프리랜서를 선언했을 때였다고 했다.이 모습을 지켜보던 장윤정 역시 “(어머님이)마음에 안 들어 하셨다. 저보고 좀 말려보라고 계속 그러셨다”고 당시를 회상했다.하지만 이내 할머니는 “좀 속상했는데 아빠가 선택한 거니까 믿고 존중하기로 했다. 잠깐 그랬지 괜찮았다”고 아들을 향한 애틋함을 드러냈다.박세연 기자 psyon@edaily.co.kr"
15,"이적이 연예인이라는 직업에 대한 생각을 밝혔다.13일 '요정재형' 채널에는 '이 영상은 검색해도 안 나오는 도쿄 맛집을 포함하고 있습니다.'라는 제목의 영상이 게재됐다.공개된 영상에는 정재형이 이적, 장우영과 일본 도쿄로 여행을 떠난 모습이 그려졌다.함께 맥주를 마시던 중 정재형이 ""김다미라는 배우 알아? 애가 너무 괜찮다""고 칭찬하자 이적은 ""한 번 봤다. 너무 조용조용하더라. 연예인 같지 않다. 나도 요새 드는 생각이 30년을 했음에도 나는 연예인 같지 않단 생각이 든다. 연예인은 내 일이 아니다""고 했다.그러자 정재형은 ""돈은 다 벌었잖아 그걸로""라며 의아해했고 이적은 ""그러니까. 한몫 챙겼으니 나가자""라고 너스레를 떨어 웃음을 자아냈다."
16,"(엑스포츠뉴스 우선미 기자) 도경완의 어머니가 아들이 프리랜서 선언을 했던 당시를 떠올렸다.13일 방송된 ENA '내 아이의 사생활'(이하 '내생활')에서는 장윤정 부부의 아들 연우, 딸 하영이가 준비한 '손주 투어' 2탄이 그려졌다.이날 할머니, 할아버지와 함께 경주를 찾은 연우는 경주의 한 김밥 맛집에서 직접 줄까지 서며 김밥을 구매해 할머니 할아버지의 아침 식사를 챙겼다.함께 김밥과 라면을 먹던 중 할머니는 ""아빠가 대학교 다닐 때 라면은 기본이 3개 끓여야 다 먹었다. 피자 이런 건 패밀리 사이즈 한 판을 다 먹었다""라며 옛 추억을 떠올렸다.이어 연우는 ""할머니는 아빠 낳고 언제 제일 뿌듯했냐""라며 화두를 던졌다.이에 할머니는 ""KBS 아나운서 합격했을 때. 합격했을 때 제일 자랑스럽고 뿌듯했다""라고 밝혔다.할아버지는 ""아빠가 공군사관학교도 합격했다. 그때가 참 좋았다""라고 전하자, 이를 보던 장윤정은 ""공군사관학교 합격해서 정말 행복하셨대요""라고 공감했다.또 연우는 ""할머니는 아빠 때문에 속상한 적이 있었냐""라고 묻자, 할머니는 ""프리랜서 한다고 해서 할머니는 좀 속상했다""라며 2021년 도경완이 KBS를 퇴사한 뒤 프리랜서 선언을 했던 때를 회상했다.이를 본 장윤정은 ""마음에 안 들어 하셨다. 저보고 좀 말려보라고 계속 그러셨다""라고 덧붙였다.이어 할머니는 ""그냥 아빠가 선택한 거니까 할머니는 존중한다. 잠깐 그랬지. 괜찮았다""라며 아들에 대한 애정을 드러냈다.사진=ENA 방송화면"
17,[인천공항(영종도)=뉴스엔 김기태 기자] 배우 혜리(HYERI)가 7월 13일 오후 베트남에서 개최한 ‘2025 혜리 팬미팅 투어 <웰컴 투 혜리스 스튜디오>(2025 HYERI FANMEETING TOUR )’ 일정을 마치고 인천 중구 운서동 인천국제공항 제 2여객터미널을 통해 입국하고 있다.
18,"TV조선 제공진중권 동양대 교수와 임윤선 변호사가 새롭게 MC로 합류한 ‘강적들’에 최근 ‘하(下) 남자 리더십 논란’으로 뜨거운 안철수 의원이 전격 출연해 일련의 사태들에 대해 직접 설명에 나섰다.지난 12일 방송이 된 TV조선 ‘강적들’에는 MC인 진중권 동양대 교수와 임윤선 변호사와 함께 안철수 ‘국민의 힘’ 의원, 홍익표 전 ‘더불어 민주당’ 원내대표, 김규완 전 CBS 논설실장, 윤태곤 더모아 정치분석 실장 등이 출연해 현재 핫이슈로 떠오른 정치 쟁점에 대한 날카로운 의견을 주고 받았다.이날 방송은 진중권 교수와 임윤선 변호사가 MC가 된 후 “더욱 다이내믹하고 톡톡 튀는 분위기가 됐다”라는 호평을 시작으로, MC가 된 후 “진중권이 달라졌다”라는 패널들의 증언이 쏟아졌다. 김규완 전 논설 실장은 “이전보다 녹화 출근이 빨라졌다. 또 먼저 악수하는 사람이 아닌데, 선 악수를 요청한다”라고, 안철수 의원은 “넥타이를 맨 것을 처음 봤다”라고 놀라움을 전해 웃음을 자아냈다.이날 방송에서는 최근 논란의 중심에 서 있는 안철수 의원에 대한 질문이 쏟아졌다. 안철수 의원은 5일 만에 혁신위원장을 사퇴한 직후 당대표 도전을 선언한 배경에 대해 “인적 쇄신을 거부당했고, 거절한 인선이 강행됐다. 더 이상 할 수 있는 일이 없었다”라고 설명했다. 패널들이 “국민의 힘이 인적 쇄신안을 수용했을거라고 생각했냐” “최고 수준으로 해주겠다는 추상적인 말을 믿고 수락한 건가”라고 꼬집자, 안철수 의원은 “다 약속을 받았던 것”이라고 응수했다. 패널들은 “싸우는 과정이 부족했다”라고 아쉬워했고, 홍익표 전 원내대표는 “맞은 사람보다는 때린 사람을 짚어야 한다. 약속 어기고 뒤통수친 게 나쁜 거다”라며 시각이 바뀌어야 한다는 것을 강조했다.안철수 의원은 “당대표가 된다고 혁신이 가능하겠냐”라는 패널들 회의적인 반응에 지난 출구 조사 발표 당시 4시간 30분 동안 홀로 상황실을 지켰던 일화를 거론하며 “앞에 사진기자들이 남아있었다. (‘국민의 힘’ 당사가) 하루 종일 비어 있다고 보도될 수도 있는 상황인 만큼, 당을 위해 화장실 가고 싶은 것도 참으며 끝까지 자리를 지키기로 결심했다”라고 소신을 지키며 홀로 걸어왔던 시간을 대변했다.안철수 의원은 최근 권성동 의원이 SNS에 올린 ‘하남자 리더십 발언’에 대해, 탄생 소추안 표결 당시 텅 빈 ‘국민의 힘’ 의석에 홀로 앉아 있던 사진을 올리는 것으로 대응을 갈음했던 것에 대해 “나는 내 의지대로 눈치 보지 않기에 하남자가 아니다라는 의지를 드러낸 것”이라고 일갈했다. 더불어 지난 선거에서 ‘국민의 힘’ 김문수 후보와의 단일화를 위해 ‘앙숙’이라고 지칭되는 이준석 대표를 설득하러 출동한 것에 대해 “평생 조직 구성원으로 생활했다. 조직에 속했다면, 조직을 위해 일해야 한다는 것이 원칙”이라며 “개인감정보다는 조직이 우선”이라고 강조했다.‘쌍권 지도부 행보에 대한 평가는?’이라는 주제에서 홍익표 전 원내대표는 “정치권에서는 자리 자체가 곧 책임이다. 대선 패배 시에는 잘잘못을 떠나 무조건 책임질 사람이 나와야 한다”라는 의견을 전했다. 패널들 또한 “상징적인 사람들이 책임을 져야, ‘언더 찐윤’도 자연스럽게 정리되기 마련”이라고 꼬집었다. 또한 최근 불거지고 있는 ‘언더 찐윤’의 실체를 묻는 질문에, 김규완 전 논설실장은 “그분들은 4~5번째 줄에 앉아 있다. 발언도 별로 하지 않는다”라며 “주 서식처는 여의도이고, 국회의사당 동편에서 저녁 8~9시쯤 쉽게 목격된다”라고 ‘언더 찐윤’에 대한 구체적인 사례를 들어 실체에 대한 궁금증을 더했다.방송에서는 ‘윤희숙 혁신위원장 임명에 대한 기대와 우려’ ‘여 방통법 강행, 대통령실 메시지의 진의’ ‘입법 속도전 나선 정부 여당’과 ‘내란특별법 발의한 박찬대 파장’ ‘장관 후보자 의혹에 대한 여의 입장’ 등에 대한 날카로운 분석과 직언이 오고 가며 ‘쎈토크쇼 강적들’의 위상을 입증했다.‘강적들’은 매주 토요일 밤 9시 10분 방송된다.손봉석 기자 paulsohn@kyunghyang.com"
19,"정호근[마이데일리 = 김진석 기자]무속인으로 제2의 삶을 살고 있는 정호근이 외로움을 토로했다.정호근은 13일 방송된 MBN '알토란'에 출연해 20년 넘게 가족과 떨어져 사는 일상을 공개했다.그는 ""배우로 살다가 무속인으로 방향을 바꿨다. 요즘은 하루 대부분을 신당에서 보내고 있다. 많을 때는 하루에 40명씩 상담한 적도 있다""며 ""제일 힘든 건 기러기 생활이다. 벌써 20년이 넘었다. 나이가 드니까 모든 게 귀찮아진다. 10년 동안 라면만 먹었다. 종류와 맛을 다 외울 정도였다. 이제는 밀가루 냄새가 나서 못 먹겠다""고 털어놓았다.이어 '평소에 요리는 하냐'는 물음에 ""신당에서는 함께 일하는 직원분이 챙겨주지만 입이 짧아 한 번 먹은 반찬은 다시 못 먹는다. 세 끼 반찬이 다 달라야 한다. 어머니가 그렇게 버릇을 들였다""고 웃은 뒤 ""힘들 때는 가족 생각이 많이 난다. 옆에서 도란도란 얘기도 해주고 아내가 다리를 주물러 줬으면 좋겠다는 생각이 든다. 1년에 한 번 가족을 만난다""고 전했다.김진석 기자 superjs@mydaily.co.kr"
20,"[스타뉴스 | 한해선 기자]/사진=김지혜 SNS, 정종철 SNS코미디언 김지혜와 정종철이 김준호와 김지민의 결혼식 하객들을 공개했다.김지혜는 13일 자신의 SNS에 남편 박준형, 딸과 함께 김준호, 김지민의 결혼식에 하객으로 참석한 근황을 전했다./사진=김지혜 SNS김지혜는 유재석, 이찬원, 이수근, 신봉선 등과 만난 사진을 게재하며 이날의 기쁜 만남을 자랑했다. 그는 ""지민아~ 너무 예쁘다. 25호 환영합니다""라며 개그계 커플 25호 탄생을 알렸다.이날 정종철도 김준호, 김지민 결혼식에 ""진짜... 실화니?""라고 놀라면서도 유재석, 김수용, 이영자, 오지헌, 박성광, 김준현, DJ DOC 김창열 등과 하객으로 만난 기쁨을 전했다./사진=정종철 SNS김준호와 김지민은 이날 서울 강남구 삼성동 그랜드 인터컨티넨탈 파르나스 호텔에서 결혼식을 올렸다. 이날 두 사람의 결혼식 사회는 이상민이 맡았으며 축가는 가수 거미, 변진섭이 불렀다. 이날 결혼식에는 선후배, 동료 코미디언과 방송인들이 총출동, 하객만 약 1200명 이상으로 알려졌다."
21,"김준호가 예비 장모 몰래 김지민의 집에서 잠을 잤다. /사진=SBS '미운 우리 새끼' 캡처김준호가 예비 장모 몰래 김지민의 집에서 잠을 잤다는 사실을 고백했다.13일 방영된 SBS '미운 우리 새끼' 451회에서는 김준호, 임원희가 이상민의 신혼집에 모여 식사하는 모습이 그려졌다.이날 신혼집을 공개한 이상민은 김준호에게 ""너는 신혼집에 언제 들어가?""라고 물었다.김준호는 ""어머님하고 약속한 게 있어서 결혼하고""라고 단호하게 답했다.의아한 이상민은 ""너 며칠 전에 거기서 잔다고 하지 않았냐?""고 물어보며 김준호를 당황하게 했다.예비 장모 몰래 신혼집에서 잔 사실을 고백하는 김준호. /사진=SBS '미운 우리 새끼' 캡처김준호는 인상을 쓰며 검지 손가락을 입에 갖다 댔고 영상을 지켜본 김지민의 어머니는 당황하며 웃었다.들통난 김준호는 ""장모님 계실 때는 내가 가도 상관없다""라며 위기를 모면하려고 했다.하지만 이상민이 ""장모님 있으면 너스레 떨고 안 계실 때는 '아무도 없지?' 이러고 들어가는 거 아니냐?""며 김준호를 놀렸다.김준호는 ""조용히 하라고요. 장모님 모르신다고요""라며 이상민의 입을 단속했다.이때 이상민, 임원희는 ""너 솔직히 몇 번 갔어? 거기서 계속 잤어? 셀 수 없을 정도로 많아?""라며 김준호를 추궁했다.김준호는 ""어차피 신혼집이다. 내 집에 몰래 들어가는 이상한 스릴이 있더라""라며 결국 사실을 고백했다."
22,"허영만이 박수홍과 아내 김다예의 나이 차이에 놀랐다.13일 방송된 TV CHOSUN '식객 허영만의 백반기행'에는 박수홍이 출연했다.이날 허영만은 '23'이 적힌 카드를 건네받고 “설마 엘리자베스 테일러도 이렇게 결혼 많이 안 했는데 23번 결혼했다는 건 아니겠지?""라고 추측했다.이때 박수홍이 등장하자 허영만은 숫자의 의미를 물었다. 박수홍이 “저도 안 믿기는데 나이 차이다""고 답하자 허영만은 “강도 같으니라고""라고 해 웃음을 자아냈다.한편 TV CHOSUN '식객 허영만의 백반기행'은 매주 일요일 오후 7시 50분 방송된다."
